Datum;Erster;Hoch;Tief;Schlusskurs;Stuecke;Volumen
2019-12-11;40,9864;41,6705;40,9024;41,5488;3.422.372;141.964.528
2019-12-10;40,9024;41,0787;40,3106;40,9276;4.443.223;181.074.176
2019-12-09;41,6621;41,7587;41,1123;41,1794;2.275.569;94.025.840
2019-12-06;41,469;41,553;40,894;41,5152;3.795.493;156.856.752
2019-12-05;41,5614;41,8636;41,3515;41,3515;2.919.071;121.132.920
2019-12-04;41,3137;41,8888;41,3137;41,6369;3.676.075;152.864.640
2019-12-03;41,8762;42,0986;41,0367;41,3389;4.864.070;201.745.840
2019-12-02;42,9045;43,1396;41,8468;41,851;5.834.328;246.735.760
2019-11-29;43,4334;43,5341;42,9549;42,9801;3.731.038;161.038.496
2019-11-28;43,8951;43,8951;43,4669;43,618;1.820.243;79.408.048
2019-11-27;44,2644;44,6674;43,8783;44,0126;3.784.026;167.177.760
2019-11-26;44,1637;44,4659;43,9119;44,0881;4.677.926;206.259.168
2019-11-25;44,1133;44,6842;44,0797;44,2812;4.856.171;215.336.720
2019-11-22;42,8122;43,8279;42,7954;43,6768;6.450.938;280.734.016
2019-11-21;41,9727;43,7691;41,9056;42,8374;7.381.839;315.862.240
2019-11-20;41,9307;42,3589;41,6243;42,0567;4.527.204;190.081.584
2019-11-19;42,0986;42,7114;42,0147;42,107;5.700.017;241.409.712
2019-11-18;42,4512;42,787;41,7545;42,1658;7.373.241;310.401.824
2019-11-15;42,6779;43,3662;42,4848;42,5435;9.236.437;394.141.632
2019-11-14;43,5677;43,9035;42,8458;42,9297;12.846.222;557.050.112
2019-11-13;44,978;45,2046;44,4659;44,9444;4.910.385;220.050.000
2019-11-12;45,1962;45,49;44,978;45,2634;4.183.649;189.216.768
2019-11-11;44,6674;45,1207;44,4323;44,852;3.777.285;169.224.304
2019-11-08;45,255;45,3221;44,6338;44,8688;4.962.176;223.154.688
2019-11-07;44,3232;45,3305;44,3232;45,1542;6.146.207;276.588.992





